track_id,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year
48QmG1dfvMuYLxMPt7KSRA,221176,79,0.742,0.882,7,-2.862,1,0.1169999999999999,0.0466,0.0,0.206,0.4629999999999999,102.04,3.6862666666666666,2018
4AcScHuxr9xAqqyxxTMAhu,257680,45,0.441,0.929,5,-2.199,0,0.337,0.203,0.0,0.165,0.546,162.395,4.294666666666667,2019
4f3QKTht7dd8Uj9Yjg6AKa,175003,63,0.6809999999999999,0.621,11,-6.48,1,0.0607,0.291,0.0,0.113,0.421,84.007,2.916716666666667,2021
1xMvdOFQaql3EBkHmuh2TK,156431,77,0.893,0.565,1,-4.74,1,0.268,0.0754,0.0,0.0375,0.8079999999999999,81.009,2.6071833333333334,2021
6nQYJuqhIW2zKWAv1rZPM6,259120,68,0.618,0.652,0,-2.971,1,0.0313,0.0711,0.0,0.216,0.507,139.90200000000002,4.318666666666667,2011
6FuGJB290AQMAHTfjOYVaK,192745,80,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.6990000000000001,90.988,3.2124166666666665,2020
1eDyjPYw65g3wvQ7xJLF5c,133565,63,0.974,0.157,2,-14.201,1,0.375,0.039,0.0,0.2789999999999999,0.522,115.023,2.2260833333333334,2020
5GRf6zSrCi8gErdN6CyRJT,174117,65,0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.966,2.90195,2018
6AGOKlMZWLCaEJGnaROtF9,210463,85,0.3989999999999999,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,3.5077166666666666,2020
28F681WO9EDUPuq76tckbc,167680,29,0.96,0.73,9,-4.511,1,0.132,0.0739,0.0,0.0609,0.768,103.006,2.794666666666666,2021
3LUSxUzJ7wD8N0SeVRLkcR,180880,63,0.8059999999999999,0.861,7,-7.0,1,0.0491,0.0321,0.696,0.155,0.9,123.025,3.014666666666667,2019
6w1DBbA8akxHPiBQ6nAyJq,330600,62,0.835,0.5710000000000001,8,-4.771,0,0.102,0.0716,0.0,0.0604,0.902,138.03799999999998,5.51,2014
0u4htORODiTK9vHVA89MQX,193893,67,0.64,0.602,9,-7.902,1,0.0299,0.0646,0.0,0.375,0.951,111.87,3.23155,1996
25oOaleife6E2MIKmFkPvg,215306,73,0.8420000000000001,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.99200000000002,3.588433333333333,2017
4D0Byc3cOz9ywxlo78K3qr,213253,59,0.512,0.598,9,-4.959,0,0.115,0.611,0.0,0.0881,0.345,70.189,3.5542166666666666,2011
161DnLWsx1i3u1JT05lzqU,217866,86,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.83700000000002,3.6311,2010
1jbLkcfE9VrWI3wCZaZU61,215700,49,0.947,0.805,11,-4.192,0,0.296,0.008,0.0,0.0805,0.637,99.998,3.595,2013
3FxPbp05KjMBa4HbhAJTH0,80117,64,0.745,0.74,0,-6.558,1,0.0969999999999999,0.53,7.37e-05,0.0936,0.36,97.735,1.3352833333333334,2020
5IZc3KIVFhjzJ0L2kiXzUl,224240,66,0.797,0.469,8,-8.112,1,0.0646,0.0599,0.0,0.0753,0.481,103.057,3.737333333333333,2015
6jg5SRvdGxvJ0DzNV0UqEK,196813,80,0.6990000000000001,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,3.2802166666666666,2010
3ERrX3hRQKZSN0fLFqpFU4,135882,43,0.815,0.76,7,-4.955,0,0.129,0.649,0.0,0.312,0.868,101.937,2.2647,2020
07MW63ok3ptSKwaTWEN0o8,159375,77,0.617,0.451,7,-9.323,1,0.0584,0.627,0.0,0.267,0.487,127.923,2.65625,2021
6gi6y1xwmVszDWkUqab1qw,157712,83,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,2.6285333333333334,2019
3qGHAKgjQruzj6doKkyEb5,232933,76,0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.82399999999998,3.882216666666667,2017
3AMxuq6id3YGB57eWeheZQ,201960,74,0.959,0.508,2,-7.857,1,0.257,0.144,9.82e-05,0.136,0.346,107.998,3.366,2020
5icmcf9CRY4UTOWyOg8EeN,145000,57,0.611,0.603,2,-9.919,1,0.046,0.142,0.0,0.253,0.36,162.941,2.4166666666666665,2021
2xRYnHQdLD9ketvC01UYYT,281080,71,0.657,0.574,1,-9.484,0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,4.684666666666667,2013
5JDjxO6F0RrLkzAdIOG6P3,183182,61,0.947,0.8740000000000001,2,-3.813,0,0.176,0.316,0.0,0.372,0.835,120.063,3.053033333333333,2011
1ulAlG3x3jWtCCK2SI4qyL,227893,55,0.901,0.812,4,-7.039,0,0.107,0.0324,0.0090599999999999,0.0493,0.785,125.462,3.798216666666667,2005
5ofHoV0ywhsZUOArK1Oa1h,133724,60,0.7020000000000001,0.934,8,-4.051,1,0.261,0.0126,0.0,0.153,0.472,124.013,2.228733333333333,2021
3YzhsBh8BRGxbMThPC3Ibw,178000,74,0.774,0.802,5,-5.482,0,0.123,0.3279999999999999,2.7000000000000004e-06,0.0666,0.95,110.793,2.966666666666667,2018
3EikYy40GMSp8l5mDV6IQo,129546,76,0.8809999999999999,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.95299999999999,2.1591,2018
0sci7ppTZFm4mjcH3nu8yO,200732,71,0.772,0.506,6,-6.558,0,0.139,0.0814,1.1e-05,0.182,0.456,127.894,3.345533333333333,2020
463CkQjx2Zk1yXoBuierM9,203064,92,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,3.3844,2020
4tAru66VGVLWYjg90UV4vJ,219080,59,0.858,0.6559999999999999,6,-4.96,0,0.358,0.114,0.0,0.141,0.969,59.972,3.6513333333333335,2004
3lE1yzylf23tnA2vG2tfkr,132780,45,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,2.213,2021
5HkFTCxSeJ3kGNyQJbT4rJ,215933,55,0.922,0.392,5,-12.083,0,0.122,0.0444,0.165,0.123,0.7709999999999999,109.878,3.598883333333333,1981
6ldwfK0yWgTAlmIfuQkTYN,203600,71,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,3.393333333333333,2001
0t9KaG8J2G1e7867jijYHR,230133,38,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.03200000000001,3.83555,2019
1YLulCkIocAKDTPFths9at,91066,68,0.8959999999999999,0.555,4,-12.145,1,0.085,0.252,0.0143,0.109,0.772,120.013,1.5177666666666667,2020
3dI59jLoFMjMAyUAyRZnkE,220177,69,0.69,0.843,1,-2.949,1,0.0534,0.0167,0.0,0.346,0.428,135.01,3.6696166666666654,2016
5xt3OoGk8PdLImcxbQjiqD,204146,57,0.733,0.605,2,-11.012,1,0.0836,0.0618,0.0366,0.251,0.9,104.97,3.402433333333333,2003
6PGoSes0D9eUDeeAafB2As,213400,79,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,3.556666666666666,2017
7MAibcTli4IisCtbHKrGMh,242096,96,0.586,0.616,5,-7.963999999999999,1,0.0324,0.182,0.0,0.0927,0.7190000000000001,148.088,4.034933333333333,2021
7AzlLxHn24DxjgQX73F9fU,154424,81,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,2.573733333333333,2020
4g7ErSF4oImNnITtyiFowz,160000,53,0.4539999999999999,0.563,5,-8.495,0,0.421,0.643,4.57e-06,0.135,0.561,81.918,2.6666666666666665,2020
1uH1Nd8vet2uoZSDFSDwbh,231893,58,0.763,0.53,5,-5.553999999999999,0,0.0577,0.272,0.0,0.16,0.469,97.033,3.864883333333333,2013
5R9a4t5t5O0IsznsrKPVro,193213,69,0.426,0.584,1,-5.292999999999999,1,0.296,0.0383,0.0,0.188,0.272,193.437,3.2202166666666665,2008
61LtVmmkGr8P9I2tSPvdpf,237480,69,0.846,0.4379999999999999,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.01299999999999,3.958,2011
0PJIbOdMs3bd5AT8liULMQ,238320,76,0.418,0.7240000000000001,5,-3.724,1,0.0964,0.213,0.0,0.1119999999999999,0.604,78.521,3.972,2015
44xuXwm9w9qvZEE7sumnvu,251952,39,0.652,0.8,9,-4.926,1,0.04,0.000595,0.129,0.091,0.397,146.105,4.1992,2017
3jRHehB5ulTMKfK5WaqDqc,155090,77,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997,2.584833333333333,2020
27uj8wY486yzDkm45hue1e,231320,53,0.67,0.916,6,-4.343999999999999,0,0.439,0.159,4.39e-06,0.417,0.6559999999999999,149.405,3.855333333333333,2013
4QaEs6elipvDmcBVEVGrAH,159130,62,0.605,0.583,0,-5.0680000000000005,0,0.294,0.357,0.0,0.314,0.534,92.713,2.6521666666666666,2020
0gRHMoKnlm3FHL2YrwfE3w,113911,61,0.821,0.614,4,-6.956,0,0.3279999999999999,0.106,0.00144,0.0929,0.518,170.174,1.8985166666666664,2019
1bqznRnSH33ByJEFd3pH1i,165070,44,0.794,0.753,10,-5.942,0,0.0457,0.00153,0.594,0.0532,0.68,101.977,2.7511666666666668,2020
1KVQBPyORdhfITlixROtvC,198965,69,0.722,0.6579999999999999,0,-4.94,1,0.119,0.208,0.0,0.249,0.5920000000000001,87.00399999999999,3.3160833333333333,2020
6xHkSGuXlxyDeqnlYe5Ryv,160679,65,0.901,0.8079999999999999,11,-3.233,1,0.0855,0.244,0.00829,0.46,0.898,123.995,2.677983333333333,2019
11ZulcYY4lowvcQm4oe3VJ,178404,86,0.964,0.3979999999999999,11,-8.981,0,0.0795,0.00151,3.9500000000000005e-05,0.1009999999999999,0.563,105.012,2.9734,2021
60jzFy6Nn4M0iD1d94oteF,222920,75,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.90599999999998,3.715333333333333,2009
4It00tEYLwpjQtAhqnjCPC,268493,63,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.6809999999999999,150.003,4.4748833333333335,2012
6qnM0XXPZOINWA778uNqQ9,212600,61,0.7929999999999999,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.023,3.543333333333333,2014
1VpKOZ6nnap41hh5CbY8gJ,134087,72,0.884,0.665,11,-7.928999999999999,1,0.0646,0.38,9.36e-06,0.111,0.472,110.016,2.234783333333333,2021
4NYwy0R3NdvORX2B6OZXBT,197854,72,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,3.2975666666666665,2015
1tKCb71yqfWYGLckiNDEtJ,161378,42,0.897,0.6629999999999999,1,-6.893,1,0.299,0.0201,0.0,0.226,0.6559999999999999,89.23299999999999,2.689633333333333,2021
5XMhppJhtgjkd2SYDklhR9,202410,68,0.904,0.498,2,-7.86,1,0.324,0.00919,0.0,0.0791,0.145,132.99200000000002,3.3735,2020
4nZhS4vsnO50wnSyMJraBj,116000,59,0.816,0.444,2,-9.635,1,0.0546,0.284,0.0243,0.225,0.5660000000000001,120.022,1.933333333333333,2020
7k6IzwMGpxnRghE7YosnXT,192213,73,0.8029999999999999,0.4539999999999999,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.7390000000000001,99.99,3.20355,2006
2dl5K2ScW7jYhAhuem06cm,184506,84,0.773,0.8,10,-3.17,0,0.0987,0.0613,0.00403,0.0327,0.8420000000000001,89.988,3.0751,2021
5BtN3kFKoISSWFpXWz7O4L,199432,54,0.943,0.949,1,-4.22,1,0.222,0.0362,0.0,0.417,0.701,110.984,3.3238666666666665,2013
6AdLyvisRKHLAwARaZMGr6,236693,61,0.752,0.921,5,-4.321000000000001,0,0.0696,0.0182,0.0,0.256,0.634,115.033,3.944883333333333,2008
3Vo4wInECJQuz9BIBMOu8i,217288,76,0.7040000000000001,0.8590000000000001,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,3.6214666666666666,2017
66vFlr5V4khlxqc1y3a8OX,342749,55,0.931,0.94,0,-3.591,0,0.0533,0.203,0.402,0.376,0.784,132.986,5.712483333333333,2020
2tnVG71enUj33Ic2nFN6kZ,157605,86,0.88,0.7509999999999999,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2.62675,2019
0BlMpKkDLOFPV78CubL8nn,194954,45,0.875,0.677,3,-3.4410000000000003,0,0.0467,0.0385,0.615,0.331,0.799,128.018,3.249233333333333,2020
4u8IPU322yG7mNrqv89GGL,199893,64,0.957,0.5539999999999999,3,-6.617999999999999,0,0.067,0.0052,0.00185,0.249,0.64,101.783,3.33155,2002
4qBMiRsJjtm1WR4KyAQqrX,166504,66,0.541,0.527,11,-7.438,0,0.147,0.00279,0.000509,0.286,0.429,176.123,2.7750666666666666,2019
3cNKhoBUhyuXhQTdQjOiT8,157323,69,0.8059999999999999,0.67,7,-4.194,1,0.0491,0.00624,0.17,0.119,0.366,103.96,2.62205,2021
1yLTcitjbEJr7a4jyDB0Lz,85741,71,0.799,0.5429999999999999,10,-6.093999999999999,0,0.24,0.0512,0.0425,0.134,0.25,187.906,1.4290166666666666,2021
1EUXDG92IvGineenvVwpQk,96954,58,0.855,0.769,10,-7.758999999999999,0,0.0804,0.0374,0.000519,0.039,0.6409999999999999,109.982,1.6159,2020
78xj07VVFK5uHTaGPIu13S,187000,68,0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,110.003,3.1166666666666667,2020
2Lm41VRnYjEK5ElbuQ9AA7,204374,57,0.6559999999999999,0.904,11,-4.488,0,0.0425,0.298,0.000155,0.11,0.243,128.007,3.406233333333333,2020
0qOnSQQF0yzuPWsXrQ9paz,210960,83,0.6459999999999999,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,3.516,2011
1AmWzcqo2xlGWCw0BGUWGp,97206,63,0.868,0.3289999999999999,2,-8.566,1,0.214,0.2339999999999999,0.016,0.336,0.928,103.02,1.6201,2021
47aQT2aV12TyilaoYi1NiD,242200,69,0.795,0.978,10,-6.097,0,0.0459,0.046,8.290000000000001e-05,0.143,0.843,114.321,4.036666666666667,2006
4pv60fltAu4wR3EWw8AEeQ,225924,43,0.7120000000000001,0.684,5,-5.013999999999999,0,0.293,0.127,0.0,0.35,0.83,180.106,3.7654,2010
08ia51KbTcfs4QVT5lAyBQ,124455,47,0.61,0.505,1,-7.682,1,0.429,0.013,0.0,0.364,0.615,163.84799999999998,2.07425,2019
6z1nMCq1HJSZ78u2jYtrDT,175533,67,0.871,0.545,0,-8.279,1,0.695,0.000826,0.0,0.0779,0.3,160.097,2.92555,2019
5Bnh2sJPeQCdpoZD4UKzsX,137983,44,0.955,0.436,11,-7.9,1,0.38,0.00527,0.0,0.1689999999999999,0.5589999999999999,130.041,2.299716666666667,2020
0PT7nlpo11hYYyfnBgtilT,142212,64,0.779,0.472,11,-7.1160000000000005,1,0.218,0.0577,0.0,0.114,0.412,135.05100000000002,2.3702,2015
5AkZntfhC6IBpNtWyWTWhk,268320,66,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,4.472,2010
3PiATJqr7LzZfhKT9B18Rk,136091,43,0.889,0.4589999999999999,4,-8.676,0,0.3979999999999999,0.0834,0.0,0.1169999999999999,0.642,141.07299999999998,2.268183333333333,2020
5D2mYZuzcgjpchVY1pmTPh,209106,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,3.4851,2005
1SGhreIdQO3v7z6SOgEEHC,151787,60,0.883,0.288,10,-13.191,0,0.109,0.4539999999999999,3.39e-06,0.0917,0.628,119.932,2.529783333333333,2020
5R8dQOPq8haW94K7mgERlO,237200,74,0.851,0.8059999999999999,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,3.953333333333333,2008
4LmzPJDil70LpiApWfOI6O,182813,56,0.887,0.774,1,-6.108,1,0.0434,0.00933,0.0213,0.159,0.826,113.0,3.046883333333333,2008
4BYO8KU39k40yaRAwDgyUs,208161,58,0.484,0.732,6,-4.892,1,0.0705,0.0471,0.0,0.0755,0.644,127.313,3.46935,2016
1ydffhoWtTxKDrc5zi7p0M,223293,58,0.762,0.644,7,-6.715,1,0.223,0.0522,0.0,0.0821,0.82,81.99,3.72155,2006
3ENSz5DPXwjcXk9VOyhYTb,144621,39,0.8809999999999999,0.95,6,-4.355,1,0.33,0.2,1.35e-06,0.123,0.603,159.063,2.41035,2021
3yXFcbGxFn2au5q3pShkAe,202300,70,0.726,0.605,7,-5.002,1,0.296,0.152,0.0,0.642,0.36,139.233,3.3716666666666666,2018
0O45fw2L5vsWpdsOdXwNAR,242733,79,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4.04555,2006
7lPN2DXiMsVn7XUKtOW1CS,242013,94,0.585,0.436,10,-8.761000000000001,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4.03355,2021
2etHQJxIbV0soyPhelVs9Y,155883,88,0.84,0.7659999999999999,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,2.59805,2021
1tJhy8gkzkRTwREgYZuNdp,268355,67,0.8079999999999999,0.782,7,-8.505,0,0.1969999999999999,0.0241,0.00156,0.123,0.634,126.026,4.472583333333334,2021
2QG9Os7lsmfWFkNtkM91mt,222522,47,0.966,0.485,2,-8.783999999999999,1,0.1939999999999999,0.0206,0.0238,0.0655,0.314,124.029,3.7087,2020
4Lt6GXGzYsa1tgkv3nGSTm,192921,83,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,3.21535,2020
67BtfxlNbhBmCDR2L2l8qd,137875,100,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.81799999999998,2.2979166666666666,2021
4qlBvxOwFy6og73eik75Ro,182857,62,0.861,0.754,5,-5.356,1,0.0602,0.131,2.14e-06,0.0774,0.836,105.042,3.047616666666667,2019
0U63gZrga1cWRIBrCxJ9TU,143754,44,0.5489999999999999,0.789,1,-8.311,1,0.0576,0.00138,0.308,0.103,0.3979999999999999,125.296,2.3959,2021
0PKAijroHpnEtdY20bkGdr,137250,78,0.471,0.2289999999999999,8,-6.504,1,0.0358,0.953,0.0,0.0909,0.358,68.41,2.2875,2021
